"Date and Time,""Merchant ID"",""Merchant Name"",""Transaction Type"",""Payment Channel"",""Ayolinx Transaction ID"",""Partner Refference Number"",""Transaction Amount"",""Admin Fee"",""VAT Type"",VAT(11%),""Transaction Settled"",""Transaction Status"",""Settlement Status"",""Merchant Transaction ID"",""Merchant Refference Number"",""Shop ID"",""Settlement Type"",""Create Time"""
"08-06-2026 00:00:05,627,""PT  Langit Karya Utama"",""Open API"",""BNC QRIS"",cabdaba5b040406999688f6587959f38,AX4UEDVDYV9G,245000.00000000,1545.00000000,Include,170.000000,243285,Success,Settled,PAYIN45443429737863991064906467,8Gkp92PnsR3qoWdNVmHAxB4wh7ryiSjtaugDMzvfXQUeY6TL5FJbE4WQMaRg4vey,,Sameday,""2026-06-08 00:00:05"""
"08-06-2026 00:00:05,627,""PT  Langit Karya Utama"",""Open API"",""BNC QRIS"",13a5179d67124276a7f65a52d7368e25,1p84b0h80979,25000.00000000,157.70000000,Include,17.300000,24825,Success,Settled,PAYIN45443430372881618341835301,bhs3cky6VfSqB5dtG4axjmHC7PurULFi8TNWEZDnwMRYpA2zvQeog4WQMaRgTb5E,,Sameday,""2026-06-08 00:00:05"""
"08-06-2026 00:00:05,627,""PT  Langit Karya Utama"",""Open API"",""BNC QRIS"",8a4b9be84aa941f8a68c4591cdabae87,1p84b0r27042,50000.00000000,315.30000000,Include,34.700000,49650,Success,Settled,PAYIN45443431847179469284058827,SqWrvRj7zBE9AxaHdDCVUib2uMk38YypsKGcof5e6TXPhZLnw4gNQ4WQMaSJRcy8,,Sameday,""2026-06-08 00:00:05"""
"08-06-2026 00:00:05,627,""PT  Langit Karya Utama"",""Open API"",""BNC QRIS"",2eff70cadf894c428f8652608751b70c,1p84b0o56594,39000.00000000,245.90000000,Include,27.100000,38727,Success,Settled,PAYIN45443393103135141671780406,VFcTdSRgDPrumkXHJ2zho8A3qpiQ76w5EeBU4LWxytbsCvGaY9jKZ4WQMaSoRwwD,,Sameday,""2026-06-08 00:00:05"""
"08-06-2026 00:00:05,627,""PT  Langit Karya Utama"",""Open API"",""BNC QRIS"",f23ec26c4c66402a856d4713f6ba59da,1p84b0c95652,100000.00000000,630.60000000,Include,69.400000,99300,Success,Settled,PAYIN45443428179680057607811345,uHdMPTG43qLNSxwQh8YfnjkaAy9sgE2JCDVZ6ve5RpmKtUWc7bFir4WQMaT6iXNL,,Sameday,""2026-06-08 00:00:05"""
"08-06-2026 00:00:05,627,""PT  Langit Karya Utama"",""Open API"",""BNC QRIS"",883dc3bda9e743b0a06ff824eff4ed06,1p84b0t19501,200000.00000000,1261.30000000,Include,138.700000,198600,Success,Settled,PAYIN45443418029044953451907633,VtgdLXA3KJH5oEM9pPvxUGkbhFR467TCcrYZSW8jfnezsqmuwQ2Ni4WQMaTGG6Yp,,Sameday,""2026-06-08 00:00:05"""
"08-06-2026 00:00:05,627,""PT  Langit Karya Utama"",""Open API"",""BNC QRIS"",1322e19cd20446d08ff6ecda3db77819,1p84b0997121,64324.00000000,405.70000000,Include,44.600000,63873.7,Success,Settled,PAYIN45443424743286790489130158,E6cYHPQFGJ9wbgzLaSUdMWuyC7x2XAhkjto4ZvNBpeRimr85fD3Kn4WQMaTeWQ6s,,Sameday,""2026-06-08 00:00:06"""
"08-06-2026 00:00:05,627,""PT  Langit Karya Utama"",""Open API"",""BNC QRIS"",83e5a815fbad4ca88b3bc4f9261a9940,000303770609,26000.00000000,164.00000000,Include,18.000000,25818,Success,Settled,PAYIN45443422979162524412743974,c6GCkW7EZy2QpnxLi49PwUXMRKbN5vS3JuADejrmgFBztaHhqf8Td4WQMaTfhM9o,,Sameday,""2026-06-08 00:00:06"""
"08-06-2026 00:00:05,627,""PT  Langit Karya Utama"",""Open API"",""BNC QRIS"",578b116af073466ba47124b1713d11ed,000303770390,50000.00000000,315.30000000,Include,34.700000,49650,Success,Settled,PAYIN45443421935619689295780168,w95aDNjoq68CrxZmb4eJvQKcyBV27hiAnEfz3GHRPMUXTkFupLsYS4WQMaTvnykz,,Sameday,""2026-06-08 00:00:06"""
"08-06-2026 00:00:05,627,""PT  Langit Karya Utama"",""Open API"",""BNC QRIS"",9ee501294c8b43e6a9b4acd63a50c888,019362763488,50000.00000000,315.30000000,Include,34.700000,49650,Success,Settled,PAYIN45443403093547836675806545,EJPHMwtiaAyUYh26KfrWd39Qv7DsFe5mocgGLnRpTZCN8xBbz4uXj4WQMaTxPa7T,,Sameday,""2026-06-08 00:00:06"""
"08-06-2026 00:00:05,627,""PT  Langit Karya Utama"",""Open API"",""BNC QRIS"",b4927d864d8a4cc98e1fefd69061f350,1p84b0w13811,29000.00000000,182.90000000,Include,20.100000,28797,Success,Settled,PAYIN45443423528616349816833195,FScezkVbswrvE4HXf7LQ3A6na5xRhmNWB9KyMiGUZojdYPqJg2tTC4WQMaUQ2kf3,,Sameday,""2026-06-08 00:00:06"""
"08-06-2026 00:00:05,627,""PT  Langit Karya Utama"",""Open API"",""BNC QRIS"",7bf6c0a176814062a52e51c64ccc3f65,1p84b0y01855,38000.00000000,239.60000000,Include,26.400000,37734,Success,Settled,PAYIN45443426105596723850387687,irXLTwtAMYmZdBxoyFkN43Pb8RGfEVzcjHSJeuW95D7q6anK2gpvs4WQMaUSoJHa,,Sameday,""2026-06-08 00:00:06"""
"08-06-2026 00:00:05,627,""PT  Langit Karya Utama"",""Open API"",""BNC QRIS"",c0ad30c6f8644f22b7526b005e771a38,019509208111,98000.00000000,618.00000000,Include,68.000000,97314,Success,Settled,PAYIN45443424035707701836639957,Y4cGa8wDbmENU7uy6SHeMifdpKrgJ9zZPABtXqkLnT5W3CRoQv2xV4WQMaUZZKUc,,Sameday,""2026-06-08 00:00:06"""
"08-06-2026 00:00:05,627,""PT  Langit Karya Utama"",""Open API"",""BNC QRIS"",3a4c7368c62f40ceba825d1372852131,010000HY04MG,20000.00000000,126.10000000,Include,13.900000,19860,Success,Settled,PAYIN45443423660736921609907688,bfZM4qDPpWsRFnr8aEUSxjTe7hBczd63ug2KLywHmJV5AvXiGoYCQ4WQMaV6Mvjk,,Sameday,""2026-06-08 00:00:06"""
"08-06-2026 00:00:05,627,""PT  Langit Karya Utama"",""Open API"",""BNC QRIS"",0ff95a07ea314a2a83d9d8e10b3dc29e,019227603419,50000.00000000,315.30000000,Include,34.700000,49650,Success,Settled,PAYIN45443423811312439666875584,rqkHDyh968GQEVXsvdoYuPgRUNALJfT5aiBpcMSxmFe73CZnbjt2w4WQMaVALRio,,Sameday,""2026-06-08 00:00:06"""
"08-06-2026 00:00:05,627,""PT  Langit Karya Utama"",""Open API"",""BNC QRIS"",32cf9834385d45f3a61e05fdad4cf8a0,019382338350,30000.00000000,189.20000000,Include,20.800000,29790,Success,Settled,PAYIN45443409973045249944189206,tpAweqZX8TodF5YPUs7RmzfWMk23garNV4LSEGvuyKcD6CHniB9xh4WQMaVF7Cvc,,Sameday,""2026-06-08 00:00:06"""
"08-06-2026 00:00:05,627,""PT  Langit Karya Utama"",""Open API"",""BNC QRIS"",182cbdad98504e2e8a439edc8a9cb77f,010000HY04M6,20000.00000000,126.10000000,Include,13.900000,19860,Success,Settled,PAYIN45443417546280557018536025,P2uAFwvCi4onmHzUrVM5sQf3qpLJh7ZgNkK6TYaXjBSeDEyxW8d9R4WQMaVQdkrk,,Sameday,""2026-06-08 00:00:06"""
"08-06-2026 00:00:05,627,""PT  Langit Karya Utama"",""Open API"",""BNC QRIS"",fdcf0ad3cdd24d02b6deaa941bdd7b5e,1p84b0h80981,31000.00000000,195.50000000,Include,21.500000,30783,Success,Settled,PAYIN45443431107723674555094191,zT3wnWrHmyb97aGtN5hL8qjJvDPoeQsFd2V6SfcERpKkAiBxguZYX4WQMaViWwBP,,Sameday,""2026-06-08 00:00:06"""
"08-06-2026 00:00:05,627,""PT  Langit Karya Utama"",""Open API"",""BNC QRIS"",571f3fa2783340a1a92faa922949254d,1p84b0w13805,25000.00000000,157.70000000,Include,17.300000,24825,Success,Settled,PAYIN45443414134214253292023677,F7THQmxDf6nER4gcStoLCpeVYzkAhWMyBK5UGdjv9iNruPJX2sbwq4WQMaVogMvo,,Sameday,""2026-06-08 00:00:06"""
"08-06-2026 00:00:06,627,""PT  Langit Karya Utama"",""Open API"",""BNC QRIS"",a2e5821a44a74d12bed3f7935f785ce9,1p84c0a83993,25000.00000000,157.70000000,Include,17.300000,24825,Success,Settled,PAYIN45443424724412420147242288,WQEY3nZxDBgaPyXFovAqsjGdwN8zLUTuSJ7CbVer2m4tpfiRhMc5K4WQMaWC9NMv,,Sameday,""2026-06-08 00:00:06"""
"08-06-2026 00:00:06,627,""PT  Langit Karya Utama"",""Open API"",""BNC QRIS"",ff7e0419a9a24f5fa10e941318b9c2e9,1p84b0997126,50000.00000000,315.30000000,Include,34.700000,49650,Success,Settled,PAYIN45443428242594614236840358,E6Z3twU4YRMWvnHQ9CPcegzAxo2GXV7p5DhyTLjfksdurSbJKi8NF4WQMaWC9NZp,,Sameday,""2026-06-08 00:00:06"""
"08-06-2026 00:00:06,627,""PT  Langit Karya Utama"",""Open API"",""BNC QRIS"",0fdc7588f34d4306adf2229f075c5440,1p84b0k54176,30000.00000000,189.20000000,Include,20.800000,29790,Success,Settled,PAYIN45443415251157409791284789,ewdMmjzb5W3ANERJoqBG4KkTHQy2nSrLxf8p7sVXhvCFZD6gaucYU4WQMaWSSiSE,,Sameday,""2026-06-08 00:00:06"""
"08-06-2026 00:00:06,627,""PT  Langit Karya Utama"",""Open API"",""BNC QRIS"",ee16ab1faaa84d48970a8460c931165c,010000HY04MK,50000.00000000,315.30000000,Include,34.700000,49650,Success,Settled,PAYIN45443420720529825388131158,5h7oxaYezvLJBR9UXGiMbpnt3HqZVfmwEcKgCNTDjks4W2Au8SFPQ4WQMaWgk3yt,,Sameday,""2026-06-08 00:00:06"""
"08-06-2026 00:00:05,627,""PT  Langit Karya Utama"",""Open API"",""BNC QRIS"",e023e02d974a4d3f870145638f3e24ed,019329210521,50000.00000000,315.30000000,Include,34.700000,49650,Success,Settled,PAYIN45443424309595763114475601,3zhUDjH5akrEPf8ypWSTwqodGxNsuBLXVnACK4R2eJFt67cvY9QZM4WQMaWkiXJX,,Sameday,""2026-06-08 00:00:06"""
"08-06-2026 00:00:06,627,""PT  Langit Karya Utama"",""Open API"",""BNC QRIS"",929d122b7ef64ff4af0443201dbdb0f1,1p84b0j32840,50500.00000000,318.50000000,Include,35.000000,50146.5,Success,Settled,PAYIN45443423205235518864362650,jKY5thN2cdRgkMf3uDoyXBe8TEH4rQWCUJ6wFxzsZvPG7LpAmiS9b4WQMaWoW53n,,Sameday,""2026-06-08 00:00:06"""
"08-06-2026 00:00:06,627,""PT  Langit Karya Utama"",""Open API"",""BNC QRIS"",f7b2cc9f31e9438091babbe7538c96b8,1p84c0a83995,25000.00000000,157.70000000,Include,17.300000,24825,Success,Settled,PAYIN45443421654601326722793500,U2yjdmMhsqQ5io73tRe6v8rSuCzbDafTJXcgNxBGFVKnH4LPwY9pA4WQMaWw4PY3,,Sameday,""2026-06-08 00:00:06"""
"08-06-2026 00:00:05,627,""PT  Langit Karya Utama"",""Open API"",""BNC QRIS"",4f1dbe60042547b78439a06e4128f06c,019409304279,27000.00000000,170.30000000,Include,18.700000,26811,Success,Settled,PAYIN45443412464461824359743408,xpgrRYLQcuEPqTDVikC76Hy3bNfvJothK4zMjdw5XaBnSeZAWFG894WQMaX6Pzf3,,Sameday,""2026-06-08 00:00:06"""
"08-06-2026 00:00:06,627,""PT  Langit Karya Utama"",""Open API"",""BNC QRIS"",8b5fd6f6966842f6a5d49b81a0229315,019361655530,19500.00000000,123.00000000,Include,13.500000,19363.5,Success,Settled,PAYIN45443427303070527906023685,jSZVTwLMv4FUtDXefokyxh258dmBa679Hquz3sWKnCJQbYRgpAiNP4WQMaXELyBX,,Sameday,""2026-06-08 00:00:06"""
"08-06-2026 00:00:06,627,""PT  Langit Karya Utama"",""Open API"",""BNC QRIS"",beaee648c6064133a9883aca72c58150,1p84b5v92366,56000.00000000,353.20000000,Include,38.800000,55608,Success,Settled,PAYIN45443430396789151015857448,W3LmXow7z4By8N2ASrZRV9TgEGkKabqnPs5ueFCfQj6HdcvthiUJD4WQMaXH8W3M,,Sameday,""2026-06-08 00:00:06"""
"08-06-2026 00:00:06,627,""PT  Langit Karya Utama"",""Open API"",""BNC QRIS"",20b7bb92e09044bdba380b29b7381ada,019388133126,10000.00000000,63.10000000,Include,6.900000,9930,Success,Settled,PAYIN45443423507225403160768447,sNZq6dHWQSE2vx5mzDURTFPjwYuy4pArGgKV7Ln3ht8kBbMeJCcXi4WQMaXH8WW5,,Sameday,""2026-06-08 00:00:06"""
"08-06-2026 00:00:06,627,""PT  Langit Karya Utama"",""Open API"",""BNC QRIS"",c264eae695764000bc5d954769ffc97c,019353866828,50000.00000000,315.30000000,Include,34.700000,49650,Success,Settled,PAYIN45443429192185038740499217,jNoFudzRcHKCTv7qmpSiWV6LXGUta4nEyYQMg9De3kfhxP2BbJsAr4WQMaXNgbC9,,Sameday,""2026-06-08 00:00:06"""
"08-06-2026 00:00:06,627,""PT  Langit Karya Utama"",""Open API"",""BNC QRIS"",bbf9f5fe4d2846fda4838f5d529df321,019434735589,20000.00000000,126.10000000,Include,13.900000,19860,Success,Settled,PAYIN45443428106699163235667520,YFqyXET84aUuikvzgA52bDpK3M7NRmSBnjHJPhQxVdG9CsfWtcLeo4WQMaXV3wdT,,Sameday,""2026-06-08 00:00:06"""
"08-06-2026 00:00:05,627,""PT  Langit Karya Utama"",""Open API"",""BNC QRIS"",849af6f1d8ea409eadb6160db6b6e377,1p84b0o56589,27000.00000000,170.30000000,Include,18.700000,26811,Success,Settled,PAYIN45443432725047298121249003,jMtVhYDxwZXqkPnr6ae5KWz7S2isBLNm9FEU8oRJgCfQbpyHT3Gdv4WQMaXVSbVm,,Sameday,""2026-06-08 00:00:06"""
"08-06-2026 00:00:06,627,""PT  Langit Karya Utama"",""Open API"",""BNC QRIS"",a5e4457a8cea4377a5d4361925591d53,1p84b0m56516,50000.00000000,315.30000000,Include,34.700000,49650,Success,Settled,PAYIN45443426702026761550131359,JGsCBtj5yrVFbdvkYzhHwEx69Kc32fqeXQpo4N8ZguPamRALSW7iD4WQMaXVqGJN,,Sameday,""2026-06-08 00:00:06"""
"08-06-2026 00:00:06,627,""PT  Langit Karya Utama"",""Open API"",""BNC QRIS"",153a3634bb614b83858fca995cc71bba,1p84b0m56517,50000.00000000,315.30000000,Include,34.700000,49650,Success,Settled,PAYIN45443419754162184579990496,4pJ8wuYADCqejnvB6gfUarPWisSZEmT7hytQ2xF9XczLKHdVbkGM34WQMaXgB78T,,Sameday,""2026-06-08 00:00:06"""
"08-06-2026 00:00:06,627,""PT  Langit Karya Utama"",""Open API"",""BNC QRIS"",66b779cf5aea4e249e4c09d506577bc6,1p84b5v92368,71000.00000000,447.70000000,Include,49.300000,70503,Success,Settled,PAYIN45443424127143531177893273,5ZK7JNuoXdrMGLzgBpfWijVE9xanyPkDCwTUqFbvecA3tQ4SY2m6s4WQMaXkYEmE,,Sameday,""2026-06-08 00:00:06"""
"08-06-2026 00:00:06,627,""PT  Langit Karya Utama"",""Open API"",""BNC QRIS"",fb888c555bd643e99cfaecac7d10d7e1,019395902023,100000.00000000,630.60000000,Include,69.400000,99300,Success,Settled,PAYIN45443418465252560915743900,iHzJVC2xQdLhpSgEeWfoRMGr3auAK6DUmjTBwts7X5Zky8bPFNn4v4WQMaYACCJe,,Sameday,""2026-06-08 00:00:06"""
"08-06-2026 00:00:06,627,""PT  Langit Karya Utama"",""Open API"",""BNC QRIS"",d3159872aea54f69a388a9a364535c5d,1p84c0a84000,25000.00000000,157.70000000,Include,17.300000,24825,Success,Settled,PAYIN45443429346535434707571578,bEkGXjwnHSUZtYMqvCAFVdihycDN2sK6Ta8WL5fuoePg79pBQJzx34WQMaYCxiZS,,Sameday,""2026-06-08 00:00:06"""
"08-06-2026 00:00:05,627,""PT  Langit Karya Utama"",""Open API"",""BNC QRIS"",9184bda2c1a4471eb72a60978bf7c044,010000HY04MF,10000.00000000,63.10000000,Include,6.900000,9930,Success,Settled,PAYIN45443426372773889019646282,XTmR2wLhjPrZYUJzfVHqi3gDFSM487socdCWtvy9N6BEQpAkGe5Ka4WQMaYPJb57,,Sameday,""2026-06-08 00:00:06"""
"08-06-2026 00:00:06,627,""PT  Langit Karya Utama"",""Open API"",""BNC QRIS"",d2a3371e653d4ffa8291fc6143a94c23,000303770704,134679.00000000,849.40000000,Include,93.400000,133736.2,Success,Settled,PAYIN45443426805206640104639317,KGBUpQkN7Yq5nz9vtxEecXbmSLDW2yaid8grjfVZFhosAPHRT4uwM4WQMaYYq9aY,,Sameday,""2026-06-08 00:00:06"""
"08-06-2026 00:00:06,627,""PT  Langit Karya Utama"",""Open API"",""BNC QRIS"",a0a1048ddb0247f097636c28b6a838b6,019589710548,52000.00000000,327.90000000,Include,36.100000,51636,Success,Settled,PAYIN45443408086866747675506692,oAK9MvU4CXt2PZpSq68jhbmJw5gkanQHzueT3EYWyfDxsNVLGrFic4WQMaYapPau,,Sameday,""2026-06-08 00:00:06"""
"08-06-2026 00:00:06,627,""PT  Langit Karya Utama"",""Open API"",""BNC QRIS"",83a626d89b1a45e792b81304988e26c6,1p84b0v18463,95000.00000000,599.10000000,Include,65.900000,94335,Success,Settled,PAYIN45443339133767279279793026,q7EiKcXRen6ykHu8W2SBPoZQvD9Fzr3MJptYf4GjgVCwmshTaLUxd4WQMaYnjqGD,,Sameday,""2026-06-08 00:00:06"""
"08-06-2026 00:00:06,627,""PT  Langit Karya Utama"",""Open API"",""BNC QRIS"",7eb592984bbd45fe98c6eb11408af1a0,010000HY04N8,100000.00000000,630.60000000,Include,69.400000,99300,Success,Settled,PAYIN45443418872519484197491899,CRDAvYi4NU7GJ9LdqwjMFKyp2oSbfamZs6QVWcP3tH8Xk5uhTexzE4WQMaYwV78E,,Sameday,""2026-06-08 00:00:06"""
"08-06-2026 00:00:06,627,""PT  Langit Karya Utama"",""Open API"",""BNC QRIS"",ed6b2fee2a944e5fa318cb6ab782f5e4,1p84b0h80990,24000.00000000,151.40000000,Include,16.600000,23832,Success,Settled,PAYIN45443430771759935965593995,Vc5mRWS29hXd3fTkwUpasjvobYixrt7gENnqu4ZDFLGKAPJzeyQMC4WQMaZ2TaX7,,Sameday,""2026-06-08 00:00:06"""
"08-06-2026 00:00:06,627,""PT  Langit Karya Utama"",""Open API"",""BNC QRIS"",d10f3c9f32144a38a2102d732ac67013,019380814126,30000.00000000,189.20000000,Include,20.800000,29790,Success,Settled,PAYIN45443426617721252955768216,zKmFsQE97y3YeHLV6XUR2aTqwAn4fZvkipWur8DoNMSctJ5dBPjxh4WQMaZ3Fs2x,,Sameday,""2026-06-08 00:00:06"""
"08-06-2026 00:00:06,627,""PT  Langit Karya Utama"",""Open API"",""BNC QRIS"",6604645f183d46f4a17fe13ab1e64534,1p84b0w13815,50000.00000000,315.30000000,Include,34.700000,49650,Success,Settled,PAYIN45443416645344058116125347,ToBuCLpbUx9XFyz7jKdwtgfZhHkW8aEG65meNSPr4vqJMnRD2AiVs4WQMaZ44Auh,,Sameday,""2026-06-08 00:00:06"""
"08-06-2026 00:00:06,627,""PT  Langit Karya Utama"",""Open API"",""BNC QRIS"",de3e6179600947c7b6f4c7983aec29be,923926393035,99000.00000000,624.30000000,Include,68.700000,98307,Success,Settled,PAYIN45443424412356201064670833,4VquyvBWnNcJsFRPYazoADgfSmZ3bkpQHeM8EjK9G6Lx7twir5UC24WQMaZ6S5Dg,,Sameday,""2026-06-08 00:00:06"""
"08-06-2026 00:00:06,627,""PT  Langit Karya Utama"",""Open API"",""BNC QRIS"",4a71c87e0b444ce0afa5efff5def7778,29db04012460,25000.00000000,157.70000000,Include,17.300000,24825,Success,Settled,PAYIN45443431186996025362509439,tv2PuFEdVGie49jcTK8bU5QR3fqSsDJYWHLna7rN6mZgzMxyBwXpA4WQMaZX5GBv,,Sameday,""2026-06-08 00:00:06"""
"08-06-2026 00:00:06,627,""PT  Langit Karya Utama"",""Open API"",""BNC QRIS"",a86c4ffd38d44a98826bf5749079a504,3f7430cbc0f4,20000.00000000,126.10000000,Include,13.900000,19860,Success,Settled,PAYIN45443424650592666819129290,awHAXeysfzVTFmCRiJpE3uMnQY4LhrdbDgPjGvo8qNt6k5SZ2xBcK4WQMaZXrZ72,,Sameday,""2026-06-08 00:00:06"""
"08-06-2026 00:00:06,627,""PT  Langit Karya Utama"",""Open API"",""BNC QRIS"",edb29bfedea14c6f9bbd922ac5a09e83,1p84b0c95665,50000.00000000,315.30000000,Include,34.700000,49650,Success,Settled,PAYIN45443423558815337241935827,8YfQrHR7Vs4bgzwvPuijSXatxqpNEA59oBMyGDkLZ2mdTKnch6eJC4WQMaZX5Gbg,,Sameday,""2026-06-08 00:00:06"""
"08-06-2026 00:00:06,627,""PT  Langit Karya Utama"",""Open API"",""BNC QRIS"",348e148f60b84f508bfe52a791cf12ec,019304897897,25000.00000000,157.70000000,Include,17.300000,24825,Success,Settled,PAYIN45443433271145682312672444,GDy9UToKZiSJR6dXB25ejqg4MnQNsFVLpkWhaPmbw38cztvufHrY74WQMaZYGDSs,,Sameday,""2026-06-08 00:00:06"""
"08-06-2026 00:00:06,627,""PT  Langit Karya Utama"",""Open API"",""BNC QRIS"",5f722af5f165479fa6b4bbacc13917f7,1p84b0o56606,20000.00000000,126.10000000,Include,13.900000,19860,Success,Settled,PAYIN45443422901987331521877290,hCxQBmo7Y9iVWNz8XUDFaybSug3GetJv5pPAkcR26fK4qdjETnMwr4WQMaZdpGpq,,Sameday,""2026-06-08 00:00:06"""
"08-06-2026 00:00:06,627,""PT  Langit Karya Utama"",""Open API"",""BNC QRIS"",461ecb0b9d274d00bd1f1d7677579b0b,29d303fe5204,999900.00000000,6305.70000000,Include,693.600000,992900.7,Success,Settled,PAYIN45443417912023863557352449,nyJYTLArov8dSCZFextPp2EkiVj93DubK5sRcW4aqGNwMghXB7Qfm4WQMaZgzUPb,,Sameday,""2026-06-08 00:00:06"""
"08-06-2026 00:00:06,627,""PT  Langit Karya Utama"",""Open API"",""BNC QRIS"",562ada9a39104573b17e634413c95a10,001237188379,100000.00000000,630.60000000,Include,69.400000,99300,Success,Settled,PAYIN45443420151362765245352130,oJgwiZs8d72Q5rE6GWfLXC9bHYADvKnhkBecSt4muMVNxpUayFjq34WQMaZuiD2R,,Sameday,""2026-06-08 00:00:06"""
"08-06-2026 00:00:06,627,""PT  Langit Karya Utama"",""Open API"",""BNC QRIS"",8b5d239a4db34b919caeb46e95a24efe,019184459832,10000.00000000,63.10000000,Include,6.900000,9930,Success,Settled,PAYIN45443353372590502437848405,n5wfSqUgZYuKbBjMmW9k6yD87GzNTcdHhFoiperaJV3E2RAtXv4LP4WQMaaNYM7L,,Sameday,""2026-06-08 00:00:07"""
"08-06-2026 00:00:06,627,""PT  Langit Karya Utama"",""Open API"",""BNC QRIS"",3112ac97f35a4838a19e1a812a981439,1p84c0a84005,98000.00000000,618.00000000,Include,68.000000,97314,Success,Settled,PAYIN45443433878900337438106829,WqyjbGuhrpTscPfVKmwZ7e6oQ3iFJd5B9LgDHkazx4CMtENYAUS2X4WQMaaPjJMP,,Sameday,""2026-06-08 00:00:07"""
"08-06-2026 00:00:06,627,""PT  Langit Karya Utama"",""Open API"",""BNC QRIS"",38bb087e6cd74a50bab2e800269eb165,1p84b0u16753,30000.00000000,189.20000000,Include,20.800000,29790,Success,Settled,PAYIN45443423622988192427499516,bFdg75ZEqHxvP4Joihm3rXKBcenkfswapDMWujUtQN8RLAz62CG9S4WQMaaSWpoW,,Sameday,""2026-06-08 00:00:07"""
"08-06-2026 00:00:06,627,""PT  Langit Karya Utama"",""Open API"",""BNC QRIS"",deec716360cc467cab21181d404d9ff9,1p84b0q36002,25000.00000000,157.70000000,Include,17.300000,24825,Success,Settled,PAYIN45443421745198297194291672,mRQrd64eLF8bXjq9sEWK2HfScwVZGTio7DpJahP3yuBg5AUktCzMY4WQMaaPjHmb,,Sameday,""2026-06-08 00:00:07"""
"08-06-2026 00:00:06,627,""PT  Langit Karya Utama"",""Open API"",""BNC QRIS"",f52204a49d404c5ebc15060579a2c7e9,1p84b0o56607,50000.00000000,315.30000000,Include,34.700000,49650,Success,Settled,PAYIN45443418724460555990699948,kDBvJNKaYhMZ3euVC5LEyrzXgT6tfHqcowRi9jFbx2s4UPmpnQAdW4WQMaamCJBw,,Sameday,""2026-06-08 00:00:07"""
"08-06-2026 00:00:06,627,""PT  Langit Karya Utama"",""Open API"",""BNC QRIS"",59b47934c4004188916f734e3078e740,019240657620,50000.00000000,315.30000000,Include,34.700000,49650,Success,Settled,PAYIN45443408812061903427002310,UBaPv6hjCDrN9ep4dzSHou8mykwALtJbETxqGWc2gfRFnMKZ5QsV34WQMaaoBY4B,,Sameday,""2026-06-08 00:00:07"""
"08-06-2026 00:00:06,627,""PT  Langit Karya Utama"",""Open API"",""BNC QRIS"",9ece103a58cd4f11accd365322f6b4dd,1p84b0x07934,50000.00000000,315.30000000,Include,34.700000,49650,Success,Settled,PAYIN45443434171662755329439947,xXaeHd7CzfcvpjGrwJQTtWoY2hV3yL8BNR6gK9PibAuFsSZ54nqUk4WQMaatLxcG,,Sameday,""2026-06-08 00:00:07"""
"08-06-2026 00:00:06,627,""PT  Langit Karya Utama"",""Open API"",""BNC QRIS"",a16c289539684501a6b1b6c1d86d21f9,1p84b0s09456,10000.00000000,63.10000000,Include,6.900000,9930,Success,Settled,PAYIN45443416894905140340137103,jsAnKLFJSm9h5N7RZHavE2CgwTzr68XceYQMW3kf4VoPDiuUptyqB4WQMaau9FwG,,Sameday,""2026-06-08 00:00:07"""
"08-06-2026 00:00:06,627,""PT  Langit Karya Utama"",""Open API"",""BNC QRIS"",213c7b08a51b4e10ad694dfa9beab5a8,019536096791,26000.00000000,164.00000000,Include,18.000000,25818,Success,Settled,PAYIN45443432046828347997633412,d8HDMSehmYwU75NcpAzFtErsbjyVTfCXLB2Zuvgqa3Q9JGRPKknio4WQMab3gaFk,,Sameday,""2026-06-08 00:00:07"""
"08-06-2026 00:00:06,627,""PT  Langit Karya Utama"",""Open API"",""BNC QRIS"",e554c48151004840a42e6c2373794e6c,019418436261,50000.00000000,315.30000000,Include,34.700000,49650,Success,Settled,PAYIN45443428643989511882871290,KFDEuwt3Ps8rapmSndxecyUJh6LCVZgAi4j2HvbBMNGf9YRz5qXWT4WQMabDE9BT,,Sameday,""2026-06-08 00:00:07"""
"08-06-2026 00:00:06,627,""PT  Langit Karya Utama"",""Open API"",""BNC QRIS"",6ad9cc420159473ebe5227b68b22c7be,010000HY139Y,25000.00000000,157.70000000,Include,17.300000,24825,Success,Settled,PAYIN45443427821067061450935174,aKLcXguWDwA23tvJxCq6njrYm8kTUNBShodEy5QMZVFH7feiGs94p4WQMabYJFtJ,,Sameday,""2026-06-08 00:00:07"""
"08-06-2026 00:00:06,627,""PT  Langit Karya Utama"",""Open API"",""BNC QRIS"",a5dfb98902ea49109446c6cfa7ee47ba,1p84b0w13830,100000.00000000,630.60000000,Include,69.400000,99300,Success,Settled,PAYIN45443399837509642218711809,YuUvePy7ncrfaRsjxhQdDHpZL82TA9iNo6B43WMKXEwFVqkSmG5gC4WQMabd53Ug,,Sameday,""2026-06-08 00:00:07"""
